Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,month,year,total_engagement,engagement_per_1k_views,engagement_per_1k_followers,Engagement_Rate_winsorized,Views_winsorized,Likes_winsorized,total_engagement_winsorized,is_sports_fitness_health,influencer_tier_norm
POST_04301,2024-08-17 18:49:00,Instagram,Reel,Fitness,5180,156,190,7603,685,25310,21.83,18,Saturday,4,238,Neutral,Micro,False,True,8,2024,6211,816.9143759042483,245.39707625444487,21.83,7603.0,5180.0,6211.0,True,micro
POST_00275,2024-08-17 20:04:00,Facebook,Story,Fitness,1512,114,540,30786,175,152019,1.42,20,Saturday,24,566,Positive,Macro,True,True,8,2024,2341,76.04105762359514,15.399390865615482,1.42,30786.0,1512.0,2341.0,True,macro
POST_01839,2024-08-17 21:55:00,YouTube,Live,Sports,7486,641,125,690837,1781,201960,4.09,21,Saturday,22,346,Positive,Macro,True,True,8,2024,10033,14.52296272492643,49.6781540899188,4.09,690837.0,7486.0,10033.0,True,macro
POST_04027,2024-08-18 13:27:00,Twitter,Retweet,Fitness,1239,62,1997,99663,311,358400,0.92,13,Sunday,26,1406,Positive,Macro,False,False,8,2024,3609,36.21203455645525,10.069754464285714,0.92,99663.0,1239.0,3609.0,True,macro
POST_03871,2024-08-19 22:27:00,Twitter,Poll,Fitness,1903,297,1207,7044,302,125873,2.71,22,Monday,27,1802,Positive,Macro,True,True,8,2024,3709,526.5474162407722,29.46620800330492,2.71,7044.0,1903.0,3709.0,True,macro
POST_00090,2024-08-22 02:57:00,Facebook,Story,Sports,5721,36,100,75516,96,150411,3.89,2,Thursday,12,1219,Negative,Macro,True,False,8,2024,5953,78.83097621696064,39.57822233746202,3.89,75516.0,5721.0,5953.0,True,macro
POST_02208,2024-08-22 06:53:00,TikTok,Duet,Fitness,49337,1615,4162,217678,1949,306830,17.96,6,Thursday,13,335,Neutral,Macro,True,False,8,2024,57063,262.14408438151764,185.97594759312975,17.96,217678.0,47071.60000000001,52434.52000000001,True,macro
POST_02196,2024-08-23 10:26:00,Twitter,Poll,Fitness,3210,265,1267,24902,385,60623,7.82,10,Friday,24,1695,Negative,Mid-tier,True,False,8,2024,5127,205.8870773431853,84.57186216452502,7.82,24902.0,3210.0,5127.0,True,mid-tier
POST_00626,2024-08-23 16:35:00,Twitter,Tweet,Sports,4131,79,1374,25647,274,242389,2.3,16,Friday,27,123,Positive,Macro,True,False,8,2024,5858,228.4087807540843,24.167763388602616,2.3,25647.0,4131.0,5858.0,True,macro
POST_01259,2024-08-25 12:40:00,Instagram,Photo,Health,5846,485,216,46573,647,471174,1.39,12,Sunday,0,390,Negative,Macro,True,False,8,2024,7194,154.46718055525736,15.2682448522202,1.39,46573.0,5846.0,7194.0,True,macro
POST_03090,2024-08-25 16:41:00,Twitter,Tweet,Sports,4214,172,152,3170,116,52444,8.65,16,Sunday,28,915,Positive,Mid-tier,True,True,8,2024,4654,1468.1388012618297,88.74227747692777,8.65,3170.0,4214.0,4654.0,True,mid-tier
POST_02330,2024-08-26 02:09:00,Instagram,Photo,Fitness,5114,481,66,22696,349,336372,1.68,2,Monday,21,987,Positive,Macro,True,False,8,2024,6010,264.80437081424043,17.86712330396109,1.68,22696.0,5114.0,6010.0,True,macro
POST_02490,2024-08-27 06:43:00,Twitter,Poll,Sports,108,121,160,76724,403,114628,0.34,6,Tuesday,23,307,Positive,Macro,True,False,8,2024,792,10.322715186903707,6.909306626653174,0.34,76724.0,108.0,792.0,True,macro
POST_00128,2024-08-28 12:07:00,TikTok,Video,Fitness,2652,1341,4440,165322,2858,316023,2.67,12,Wednesday,13,336,Neutral,Macro,True,False,8,2024,11291,68.29702036026663,35.72841217253175,2.67,165322.0,2652.0,11291.0,True,macro
POST_02761,2024-08-29 05:42:00,Instagram,Reel,Sports,6652,42,98,29369,713,479397,1.42,5,Thursday,4,217,Neutral,Macro,True,True,8,2024,7505,255.54155742449518,15.655083365144131,1.42,29369.0,6652.0,7505.0,True,macro
POST_02984,2024-08-29 06:07:00,TikTok,Video,Health,22145,801,1682,109627,793,373865,6.59,6,Thursday,14,244,Neutral,Macro,True,False,8,2024,25421,231.88630538097365,67.99513193264949,6.59,109627.0,22145.0,25421.0,True,macro
POST_03881,2024-08-30 02:49:00,Facebook,Video,Sports,7577,157,598,26999,112,192301,4.33,2,Friday,23,142,Positive,Macro,True,False,8,2024,8444,312.7523241601541,43.91032807941716,4.33,26999.0,7577.0,8444.0,True,macro
POST_00111,2024-08-30 05:26:00,Twitter,Retweet,Sports,2363,131,1023,18563,78,29442,11.95,5,Friday,26,1242,Neutral,Micro,True,True,8,2024,3595,193.66481710930344,122.10447659805719,11.95,18563.0,2363.0,3595.0,True,micro
POST_04154,2024-08-31 23:38:00,Twitter,Thread,Sports,2664,36,1145,41920,412,240354,1.6,23,Saturday,25,1164,Neutral,Macro,True,False,8,2024,4257,101.55057251908397,17.711375720811805,1.6,41920.0,2664.0,4257.0,True,macro
POST_00279,2024-09-01 04:30:00,LinkedIn,Article,Sports,20,70,257,1230,263,193623,0.18,4,Sunday,9,427,Neutral,Macro,True,False,9,2024,610,495.9349593495935,3.1504521673561507,0.18,1230.0,20.0,610.0,True,macro
POST_00242,2024-09-01 08:28:00,YouTube,Live,Fitness,15340,652,1600,397907,3861,491565,3.58,8,Sunday,27,364,Positive,Macro,True,False,9,2024,21453,53.91460818734026,43.64224466754142,3.58,397907.0,15340.0,21453.0,True,macro
POST_00743,2024-09-01 13:40:00,LinkedIn,Document,Health,1177,133,355,29039,273,262228,0.63,13,Sunday,17,1788,Negative,Macro,False,False,9,2024,1938,66.73783532490789,7.390515124243025,0.63,29039.0,1177.0,1938.0,True,macro
POST_04261,2024-09-02 11:42:00,Instagram,Reel,Fitness,3391,201,22,18667,877,153859,2.35,11,Monday,1,568,Positive,Macro,True,False,9,2024,4491,240.58498955375796,29.189062713263443,2.35,18667.0,3391.0,4491.0,True,macro
POST_03953,2024-09-02 11:51:00,YouTube,Short,Health,2184,99,752,445843,4565,156097,1.94,11,Monday,22,17,Neutral,Macro,True,False,9,2024,7600,17.046359368656677,48.68767497133192,1.94,445843.0,2184.0,7600.0,True,macro
POST_02316,2024-09-02 16:48:00,Instagram,Carousel,Sports,5599,284,143,4834,750,428859,1.41,16,Monday,18,587,Neutral,Macro,True,True,9,2024,6776,1401.737691352917,15.800064823170318,1.41,4834.0,5599.0,6776.0,True,macro
POST_00411,2024-09-02 22:10:00,Twitter,Retweet,Fitness,794,222,57,17292,283,179059,0.6,22,Monday,0,1201,Neutral,Macro,True,False,9,2024,1356,78.4177654406662,7.572922891337492,0.6,17292.0,794.0,1356.0,True,macro
POST_00073,2024-09-03 18:05:00,Instagram,Reel,Health,5738,124,44,46202,894,41892,14.1,18,Tuesday,18,474,Positive,Micro,True,False,9,2024,6800,147.17977576728282,162.32216174926,14.1,46202.0,5738.0,6800.0,True,micro
POST_00750,2024-09-03 18:26:00,Facebook,Story,Sports,5422,362,217,75655,199,352360,1.7,18,Tuesday,1,1250,Neutral,Macro,True,False,9,2024,6200,81.95096160200913,17.595640821886708,1.7,75655.0,5422.0,6200.0,True,macro
POST_04882,2024-09-04 00:57:00,Facebook,Video,Fitness,3516,340,248,56685,630,469023,0.88,0,Wednesday,24,111,Positive,Macro,False,False,9,2024,4734,83.51415718444034,10.093321649471347,0.88,56685.0,3516.0,4734.0,True,macro
POST_01221,2024-09-04 08:42:00,YouTube,Short,Fitness,3499,140,1823,996433,4634,379485,1.44,8,Wednesday,29,185,Neutral,Macro,True,True,9,2024,10096,10.132141348188991,26.604477120307784,1.44,879754.8300000004,3499.0,10096.0,True,macro
POST_03579,2024-09-04 13:53:00,LinkedIn,Post,Health,1421,45,270,18218,164,246032,0.71,13,Wednesday,29,978,Positive,Macro,False,False,9,2024,1900,104.29245800856296,7.72257267347337,0.71,18218.0,1421.0,1900.0,True,macro
POST_04888,2024-09-04 17:25:00,LinkedIn,Post,Sports,933,108,378,16301,258,200595,0.71,17,Wednesday,28,342,Positive,Macro,True,False,9,2024,1677,102.87712410281578,8.360128617363344,0.71,16301.0,933.0,1677.0,True,macro
POST_03909,2024-09-05 04:51:00,Facebook,Post,Health,7764,29,839,36118,521,153098,5.64,4,Thursday,20,679,Negative,Macro,True,False,9,2024,9153,253.41934769367074,59.78523560072633,5.64,36118.0,7764.0,9153.0,True,macro
POST_00096,2024-09-05 15:51:00,Facebook,Post,Sports,7421,103,136,6039,300,125976,6.08,15,Thursday,19,663,Neutral,Macro,False,False,9,2024,7960,1318.0990230170557,63.18663872483647,6.08,6039.0,7421.0,7960.0,True,macro
POST_02190,2024-09-06 10:49:00,LinkedIn,Poll,Sports,872,74,439,22822,17,313760,0.44,10,Friday,22,1234,Positive,Macro,True,True,9,2024,1402,61.4319516256244,4.46838347781744,0.44,22822.0,872.0,1402.0,True,macro
POST_01256,2024-09-06 16:11:00,Twitter,Retweet,Sports,771,98,53,75385,129,394521,0.23,16,Friday,29,508,Positive,Macro,True,True,9,2024,1051,13.941765603236718,2.6639900030670103,0.23,75385.0,771.0,1051.0,True,macro
POST_00859,2024-09-07 21:25:00,Facebook,Story,Fitness,4789,315,868,38796,492,71920,8.3,21,Saturday,21,1093,Positive,Mid-tier,True,False,9,2024,6464,166.61511496030516,89.87764182424917,8.3,38796.0,4789.0,6464.0,True,mid-tier
POST_01516,2024-09-08 20:18:00,Instagram,Reel,Health,4176,106,260,49750,348,62439,7.27,20,Sunday,2,51,Positive,Mid-tier,True,False,9,2024,4890,98.29145728643215,78.31643684235814,7.27,49750.0,4176.0,4890.0,True,mid-tier
POST_01197,2024-09-09 23:40:00,YouTube,Short,Health,9610,353,148,464675,4961,174395,5.8,23,Monday,26,452,Neutral,Macro,True,False,9,2024,15072,32.43557325012105,86.42449611514091,5.8,464675.0,9610.0,15072.0,True,macro
POST_00085,2024-09-10 07:04:00,Twitter,Tweet,Fitness,679,106,1075,89662,313,430681,0.43,7,Tuesday,9,506,Neutral,Macro,True,True,9,2024,2173,24.23546206865785,5.0454977117634625,0.43,89662.0,679.0,2173.0,True,macro
POST_02312,2024-09-12 05:45:00,TikTok,Stitch,Fitness,33680,1766,871,359000,1988,345241,10.52,5,Thursday,27,268,Negative,Macro,False,True,9,2024,38305,106.6991643454039,110.95148027030393,10.52,359000.0,33680.0,38305.0,True,macro
POST_01703,2024-09-15 06:29:00,Twitter,Retweet,Fitness,1290,222,777,84449,62,453934,0.5,6,Sunday,26,1500,Neutral,Macro,False,False,9,2024,2351,27.839287617378535,5.1791670154692095,0.5,84449.0,1290.0,2351.0,True,macro
POST_01699,2024-09-15 19:51:00,YouTube,Community Post,Health,8096,843,174,703166,1374,3974,229.32,19,Sunday,16,134,Positive,Nano,True,False,9,2024,10487,14.913974794003124,2638.9028686462,167.99900000000105,703166.0,8096.0,10487.0,True,nano
POST_02251,2024-09-17 15:53:00,Instagram,Story,Health,8351,326,267,5992,161,233720,3.83,15,Tuesday,3,749,Positive,Macro,True,False,9,2024,9105,1519.5260347129506,38.956871470135205,3.83,5992.0,8351.0,9105.0,True,macro
POST_03520,2024-09-18 05:15:00,Instagram,Story,Health,6985,225,224,19608,963,128565,5.78,5,Wednesday,26,396,Positive,Macro,True,False,9,2024,8397,428.2435740514076,65.31326566328316,5.78,19608.0,6985.0,8397.0,True,macro
POST_02841,2024-09-20 00:47:00,Twitter,Poll,Health,2503,217,691,98083,461,379568,0.9,0,Friday,12,1774,Positive,Macro,True,False,9,2024,3872,39.476769674663295,10.201070690890697,0.9,98083.0,2503.0,3872.0,True,macro
POST_01731,2024-09-21 23:51:00,Twitter,Tweet,Sports,4242,222,1740,1637,45,170487,3.64,23,Saturday,21,379,Neutral,Macro,True,False,9,2024,6249,3817.348808796579,36.65382111246019,3.64,1637.0,4242.0,6249.0,True,macro
POST_00269,2024-09-23 12:20:00,Twitter,Thread,Fitness,3743,177,1863,5781,485,410220,1.41,12,Monday,10,1833,Positive,Macro,True,False,9,2024,6268,1084.2414807126795,15.279606065038273,1.41,5781.0,3743.0,6268.0,True,macro
POST_03453,2024-09-25 07:39:00,LinkedIn,Post,Fitness,1977,139,460,7498,291,233442,1.1,7,Wednesday,13,1307,Neutral,Macro,True,False,9,2024,2867,382.3686316351027,12.281423222899049,1.1,7498.0,1977.0,2867.0,True,macro
POST_00063,2024-09-26 16:48:00,TikTok,Duet,Fitness,25644,1549,2216,113007,1098,131815,22.31,16,Thursday,21,289,Positive,Macro,True,True,9,2024,30507,269.9567283442619,231.4380002275917,22.31,113007.0,25644.0,30507.0,True,macro
POST_03481,2024-09-26 19:53:00,Instagram,Carousel,Sports,8353,372,103,35909,415,438183,2.01,19,Thursday,18,695,Negative,Macro,True,False,9,2024,9243,257.4006516472194,21.093926510156713,2.01,35909.0,8353.0,9243.0,True,macro
POST_02444,2024-09-28 11:56:00,TikTok,Stitch,Sports,2634,188,3313,145657,2734,220194,2.79,11,Saturday,1,492,Neutral,Macro,False,False,9,2024,8869,60.889624254241134,40.27811838651371,2.79,145657.0,2634.0,8869.0,True,macro
POST_03652,2024-09-29 11:45:00,Twitter,Retweet,Sports,4137,25,1734,79943,473,92088,6.4,11,Sunday,16,1821,Neutral,Mid-tier,True,False,9,2024,6369,79.66926435084997,69.16210581183216,6.4,79943.0,4137.0,6369.0,True,mid-tier
POST_01342,2024-10-01 10:53:00,Facebook,Video,Sports,1424,277,765,23855,82,214533,1.15,10,Tuesday,18,274,Positive,Macro,True,False,10,2024,2548,106.81198910081743,11.876960654071869,1.15,23855.0,1424.0,2548.0,True,macro
POST_04620,2024-10-02 06:37:00,TikTok,Stitch,Health,40395,1274,3140,412282,1146,30778,145.59,6,Wednesday,17,23,Positive,Micro,True,False,10,2024,45955,111.46496815286625,1493.111963090519,145.59,412282.0,40395.0,45955.0,True,micro
POST_04591,2024-10-05 06:11:00,Facebook,Post,Sports,6166,141,671,73526,424,291182,2.4,6,Saturday,25,150,Neutral,Macro,True,True,10,2024,7402,100.67187117482251,25.420527367763118,2.4,73526.0,6166.0,7402.0,True,macro
POST_01478,2024-10-05 07:04:00,TikTok,Duet,Sports,44001,1515,531,136960,1073,4269,1078.64,7,Saturday,11,197,Positive,Nano,True,False,10,2024,47120,344.0420560747663,11037.713750292809,167.99900000000105,136960.0,44001.0,47120.0,True,nano
POST_04955,2024-10-05 10:39:00,Facebook,Story,Sports,6610,224,417,62222,357,64320,11.27,10,Saturday,1,1743,Positive,Mid-tier,True,False,10,2024,7608,122.27186525666163,118.28358208955224,11.27,62222.0,6610.0,7608.0,True,mid-tier
POST_04180,2024-10-05 15:05:00,Twitter,Retweet,Fitness,4512,143,461,67036,399,63181,8.1,15,Saturday,29,1758,Negative,Mid-tier,True,False,10,2024,5515,82.26922847425264,87.28890014403063,8.1,67036.0,4512.0,5515.0,True,mid-tier
POST_03154,2024-10-06 13:11:00,Twitter,Poll,Sports,4343,107,1370,41831,454,323645,1.8,13,Sunday,5,1767,Neutral,Macro,True,False,10,2024,6274,149.98446128469317,19.38543774814998,1.8,41831.0,4343.0,6274.0,True,macro
POST_01166,2024-10-06 14:31:00,TikTok,Duet,Sports,47721,1054,2982,392686,905,433593,11.94,14,Sunday,15,599,Positive,Macro,True,True,10,2024,52662,134.10714922355265,121.45491278687618,11.94,392686.0,47071.60000000001,52434.52000000001,True,macro
POST_03499,2024-10-06 18:57:00,Instagram,Carousel,Health,5453,57,288,39419,81,112730,5.14,18,Sunday,19,1494,Positive,Macro,True,False,10,2024,5879,149.14127704913875,52.15115763328307,5.14,39419.0,5453.0,5879.0,True,macro
POST_02071,2024-10-07 23:16:00,TikTok,Stitch,Health,17515,1505,1511,75511,1935,163073,12.59,23,Monday,19,84,Neutral,Macro,True,False,10,2024,22466,297.51956668564844,137.76652174179662,12.59,75511.0,17515.0,22466.0,True,macro
POST_02641,2024-10-08 10:33:00,Twitter,Poll,Fitness,4227,204,1198,14910,123,381800,1.47,10,Tuesday,11,1395,Negative,Macro,True,False,10,2024,5752,385.7813547954393,15.065479308538501,1.47,14910.0,4227.0,5752.0,True,macro
POST_00314,2024-10-09 17:00:00,YouTube,Short,Sports,6815,431,653,142879,2032,271204,2.91,17,Wednesday,14,68,Positive,Macro,True,True,10,2024,9931,69.5063655260745,36.618191472102176,2.91,142879.0,6815.0,9931.0,True,macro
POST_03169,2024-10-10 15:04:00,TikTok,Stitch,Sports,16740,825,3011,153873,1492,322956,6.37,15,Thursday,5,449,Negative,Macro,False,False,10,2024,22068,143.4169737380827,68.33128971129194,6.37,153873.0,16740.0,22068.0,True,macro
POST_00028,2024-10-11 14:40:00,Facebook,Story,Fitness,4953,92,312,48935,775,104780,5.11,14,Friday,24,310,Positive,Macro,True,True,10,2024,6132,125.30908347808317,58.52261882038557,5.11,48935.0,4953.0,6132.0,True,macro
POST_00807,2024-10-12 07:07:00,YouTube,Short,Sports,9152,239,1364,936454,2415,444385,2.42,7,Saturday,9,65,Positive,Macro,True,False,10,2024,13170,14.063691329205707,29.636463877043553,2.42,879754.8300000004,9152.0,13170.0,True,macro
POST_00937,2024-10-12 17:19:00,Instagram,Story,Fitness,6242,146,47,45206,294,206748,3.11,17,Saturday,27,229,Neutral,Macro,False,True,10,2024,6729,148.85192231119763,32.546868651691916,3.11,45206.0,6242.0,6729.0,True,macro
POST_04530,2024-10-14 03:55:00,Instagram,Story,Sports,7406,79,243,48741,688,226968,3.4,3,Monday,4,1174,Negative,Macro,True,False,10,2024,8416,172.66777456350914,37.080117020901625,3.4,48741.0,7406.0,8416.0,True,macro
POST_04950,2024-10-14 12:06:00,TikTok,Video,Sports,25677,1800,915,206707,1649,284637,9.97,12,Monday,22,173,Positive,Macro,True,False,10,2024,30041,145.33131437251762,105.54144401465726,9.97,206707.0,25677.0,30041.0,True,macro
POST_01664,2024-10-14 15:54:00,Facebook,Video,Health,4328,49,467,29117,415,352942,1.37,15,Monday,17,503,Negative,Macro,False,True,10,2024,5259,180.61613490400796,14.900465232247791,1.37,29117.0,4328.0,5259.0,True,macro
POST_04662,2024-10-15 11:04:00,Facebook,Video,Health,6752,40,284,14448,175,204883,3.45,11,Tuesday,1,48,Positive,Macro,True,False,10,2024,7251,501.86877076411963,35.3909304334669,3.45,14448.0,6752.0,7251.0,True,macro
POST_04754,2024-10-16 12:32:00,Facebook,Post,Health,6528,97,872,67815,391,77182,9.71,12,Wednesday,22,1748,Positive,Mid-tier,False,False,10,2024,7888,116.31644916316449,102.19999481744448,9.71,67815.0,6528.0,7888.0,True,mid-tier
POST_03617,2024-10-16 22:47:00,Facebook,Story,Health,5319,342,173,18745,699,160178,3.64,22,Wednesday,16,844,Positive,Macro,True,False,10,2024,6533,348.5196052280608,40.78587571326899,3.64,18745.0,5319.0,6533.0,True,macro
POST_02287,2024-10-17 14:40:00,YouTube,Live,Fitness,16691,995,194,490139,142,21153,84.53,14,Thursday,16,52,Positive,Micro,True,False,10,2024,18022,36.769161401153546,851.9831702359003,84.53,490139.0,16691.0,18022.0,True,micro
POST_02721,2024-10-17 18:15:00,TikTok,Video,Sports,7926,1019,4492,388615,2867,345102,3.89,18,Thursday,29,521,Neutral,Macro,True,False,10,2024,16304,41.954119115319784,47.24400322223574,3.89,388615.0,7926.0,16304.0,True,macro
POST_03301,2024-10-18 10:03:00,Twitter,Poll,Health,4418,81,80,21243,406,262654,1.74,10,Friday,0,1505,Neutral,Macro,True,False,10,2024,4985,234.66553688273783,18.979341643378742,1.74,21243.0,4418.0,4985.0,True,macro
POST_02583,2024-10-19 14:10:00,Facebook,Story,Health,7596,81,22,77393,777,10947,70.33,14,Saturday,14,971,Negative,Micro,True,False,10,2024,8476,109.5189487421343,774.2760573673152,70.33,77393.0,7596.0,8476.0,True,micro
POST_03166,2024-10-21 13:11:00,Facebook,Post,Sports,7771,341,928,20515,244,177586,5.09,13,Monday,29,1593,Positive,Macro,True,True,10,2024,9284,452.5469168900804,52.278895858907795,5.09,20515.0,7771.0,9284.0,True,macro
POST_00947,2024-10-21 22:05:00,Instagram,Carousel,Health,6424,258,298,24007,19,395850,1.76,22,Monday,19,563,Positive,Macro,True,True,10,2024,6999,291.5399675094764,17.680939749905267,1.76,24007.0,6424.0,6999.0,True,macro
POST_02863,2024-10-22 14:24:00,YouTube,Live,Fitness,15782,166,651,781331,3956,119415,13.9,14,Tuesday,12,463,Neutral,Macro,True,True,10,2024,20555,26.30767242052344,172.1308043378135,13.9,781331.0,15782.0,20555.0,True,macro
POST_00026,2024-10-23 02:54:00,TikTok,Duet,Fitness,25205,501,3641,430658,1269,461148,6.36,2,Wednesday,12,303,Positive,Macro,False,False,10,2024,30616,71.09121390987744,66.39083331164831,6.36,430658.0,25205.0,30616.0,True,macro
POST_01054,2024-10-23 07:52:00,TikTok,Stitch,Sports,43495,766,2004,402152,2552,221063,20.93,7,Wednesday,24,32,Neutral,Macro,True,False,10,2024,48817,121.38942489406989,220.8284516178646,20.93,402152.0,43495.0,48817.0,True,macro
POST_03182,2024-10-23 09:33:00,Twitter,Tweet,Fitness,2088,185,809,59491,105,239208,1.29,9,Wednesday,12,1263,Positive,Macro,True,True,10,2024,3187,53.57112840597737,13.323133005585097,1.29,59491.0,2088.0,3187.0,True,macro
POST_02468,2024-10-23 12:09:00,Instagram,Reel,Health,3346,271,42,19576,75,317696,1.15,12,Wednesday,15,442,Positive,Macro,True,False,10,2024,3734,190.74376787903554,11.753374294923448,1.15,19576.0,3346.0,3734.0,True,macro
POST_01321,2024-10-23 18:17:00,Instagram,Reel,Sports,5114,297,231,33990,81,68299,8.26,18,Wednesday,11,428,Positive,Mid-tier,True,False,10,2024,5723,168.37305089732274,83.79332054642089,8.26,33990.0,5114.0,5723.0,True,mid-tier
POST_01767,2024-10-24 14:46:00,LinkedIn,Poll,Health,1656,137,356,27015,215,434224,0.49,14,Thursday,0,459,Positive,Macro,True,False,10,2024,2364,87.50694058856192,5.4441947013522975,0.49,27015.0,1656.0,2364.0,True,macro
POST_01475,2024-10-25 08:54:00,Twitter,Poll,Health,1970,226,1786,51629,475,15038,26.48,8,Friday,25,1877,Neutral,Micro,True,False,10,2024,4457,86.32745162602413,296.38249767256286,26.48,51629.0,1970.0,4457.0,True,micro
POST_03643,2024-10-26 22:28:00,Facebook,Story,Fitness,7716,364,688,19194,199,40484,21.66,22,Saturday,26,666,Negative,Micro,True,False,10,2024,8967,467.17724288840265,221.49491157000296,21.66,19194.0,7716.0,8967.0,True,micro
POST_04247,2024-10-27 02:24:00,Twitter,Thread,Health,4752,153,17,91826,83,58933,8.35,2,Sunday,18,947,Neutral,Mid-tier,True,False,10,2024,5005,54.50525994816282,84.92695094429267,8.35,91826.0,4752.0,5005.0,True,mid-tier
POST_03892,2024-10-28 12:25:00,Facebook,Live,Sports,2883,300,764,53700,319,365645,1.08,12,Monday,4,558,Negative,Macro,True,True,10,2024,4266,79.44134078212291,11.667054109860656,1.08,53700.0,2883.0,4266.0,True,macro
POST_02373,2024-10-28 17:44:00,LinkedIn,Poll,Health,1749,48,259,23678,176,354337,0.58,17,Monday,4,1325,Neutral,Macro,True,False,10,2024,2232,94.2647183039108,6.299088156190294,0.58,23678.0,1749.0,2232.0,True,macro
POST_00481,2024-10-29 00:53:00,Facebook,Story,Health,5974,85,938,54005,713,434445,1.61,0,Tuesday,26,1058,Positive,Macro,True,False,10,2024,7710,142.7645588371447,17.746780374961155,1.61,54005.0,5974.0,7710.0,True,macro
